time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter,.fixed_quality
2023/02/20/17:03:40.172680,0,79420,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.59,671924.3260787171,4689328.650983446,220340.0,42,T,4
2023/02/20/17:03:41.173564,0,79421,0,GNSS,42.337228,71.08695066666667,24.5,0.6,671924.3265329236,4689328.632476386,220341.0,42,T,4
2023/02/20/17:03:42.186341,0,79422,0,GNSS,42.337228,71.08695066666667,24.5,0.58,671924.3265329236,4689328.632476386,220342.0,42,T,4
2023/02/20/17:03:43.195979,0,79423,0,GNSS,42.337228333333336,71.0869505,24.5,0.58,671924.3118938312,4689328.6691535255,220343.0,42,T,4
2023/02/20/17:03:44.224027,0,79424,0,GNSS,42.33722816666667,71.0869505,24.5,0.56,671924.3123480377,4689328.650646463,220344.0,42,T,4
2023/02/20/17:03:45.205547,0,79425,0,GNSS,42.337228333333336,71.0869505,24.5,0.56,671924.3118938312,4689328.6691535255,220345.0,42,T,4
2023/02/20/17:03:46.178102,0,79426,0,GNSS,42.33722816666667,71.0869505,24.5,0.56,671924.3123480377,4689328.650646463,220346.0,42,T,4
2023/02/20/17:03:47.174577,0,79427,0,GNSS,42.33722816666667,71.0869505,24.5,0.57,671924.3123480377,4689328.650646463,220347.0,42,T,4
2023/02/20/17:03:48.179239,0,79428,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.58,671924.3260787171,4689328.650983446,220348.0,42,T,4
2023/02/20/17:03:49.196833,0,79429,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.58,671924.3260787171,4689328.650983446,220349.0,42,T,4
2023/02/20/17:03:50.179360,0,79430,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.6,671924.3260787171,4689328.650983446,220350.0,42,T,4
2023/02/20/17:03:51.172046,0,79431,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.59,671924.3260787171,4689328.650983446,220351.0,42,T,4
2023/02/20/17:03:52.172972,0,79432,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.6,671924.3260787171,4689328.650983446,220352.0,42,T,4
2023/02/20/17:03:53.211596,0,79433,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.56,671924.3256245108,4689328.669490508,220353.0,42,T,4
2023/02/20/17:03:54.159615,0,79434,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.56,671924.3256245108,4689328.669490508,220354.0,42,T,4
2023/02/20/17:03:55.183015,0,79435,0,GNSS,42.337228333333336,71.0869505,24.5,0.56,671924.3118938312,4689328.6691535255,220355.0,42,T,4
2023/02/20/17:03:56.195645,0,79436,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.56,671924.3256245108,4689328.669490508,220356.0,42,T,4
2023/02/20/17:03:57.188187,0,79437,0,GNSS,42.337228333333336,71.0869505,24.5,0.6,671924.3118938312,4689328.6691535255,220357.0,42,T,4
2023/02/20/17:03:58.180542,0,79438,0,GNSS,42.337228333333336,71.0869505,24.5,0.61,671924.3118938312,4689328.6691535255,220358.0,42,T,4
2023/02/20/17:03:59.197495,0,79439,0,GNSS,42.337228333333336,71.0869505,24.5,0.63,671924.3118938312,4689328.6691535255,220359.0,42,T,4
2023/02/20/17:04:00.210473,0,79440,0,GNSS,42.337228333333336,71.0869505,24.5,0.62,671924.3118938312,4689328.6691535255,220400.0,42,T,4
2023/02/20/17:04:01.176682,0,79441,0,GNSS,42.337228333333336,71.0869505,24.5,0.6,671924.3118938312,4689328.6691535255,220401.0,42,T,4
2023/02/20/17:04:02.312394,0,79442,0,GNSS,42.337228333333336,71.0869505,24.5,0.6,671924.3118938312,4689328.6691535255,220402.0,42,T,4
2023/02/20/17:04:03.150237,0,79443,0,GNSS,42.337228333333336,71.0869505,24.5,0.57,671924.3118938312,4689328.6691535255,220403.0,42,T,4
2023/02/20/17:04:04.238301,0,79444,0,GNSS,42.337228333333336,71.0869505,24.5,0.57,671924.3118938312,4689328.6691535255,220404.0,42,T,4
2023/02/20/17:04:05.194674,0,79445,0,GNSS,42.337228333333336,71.0869505,24.5,0.59,671924.3118938312,4689328.6691535255,220405.0,42,T,4
2023/02/20/17:04:06.197813,0,79446,0,GNSS,42.337228333333336,71.0869505,24.5,0.57,671924.3118938312,4689328.6691535255,220406.0,42,T,4
2023/02/20/17:04:07.178313,0,79447,0,GNSS,42.337228333333336,71.0869505,24.5,0.57,671924.3118938312,4689328.6691535255,220407.0,42,T,4
2023/02/20/17:04:08.177963,0,79448,0,GNSS,42.337228333333336,71.0869505,24.5,0.57,671924.3118938312,4689328.6691535255,220408.0,42,T,4
2023/02/20/17:04:09.157452,0,79449,0,GNSS,42.337228333333336,71.0869505,24.5,0.61,671924.3118938312,4689328.6691535255,220409.0,42,T,4
2023/02/20/17:04:10.232125,0,79450,0,GNSS,42.337228333333336,71.0869505,24.5,0.59,671924.3118938312,4689328.6691535255,220410.0,42,T,4
2023/02/20/17:04:11.188441,0,79451,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.6,671924.3260787171,4689328.650983446,220411.0,42,T,4
2023/02/20/17:04:12.165676,0,79452,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.61,671924.3256245108,4689328.669490508,220412.0,42,T,4
2023/02/20/17:04:13.192266,0,79453,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.6,671924.3256245108,4689328.669490508,220413.0,42,T,4
2023/02/20/17:04:14.195242,0,79454,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.6,671924.3256245108,4689328.669490508,220414.0,42,T,4
2023/02/20/17:04:15.171667,0,79455,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.6,671924.3256245108,4689328.669490508,220415.0,42,T,4
2023/02/20/17:04:16.179959,0,79456,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.6,671924.3256245108,4689328.669490508,220416.0,42,T,4
2023/02/20/17:04:17.174207,0,79457,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.61,671924.3260787171,4689328.650983446,220417.0,42,T,4
2023/02/20/17:04:18.172052,0,79458,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.63,671924.3256245108,4689328.669490508,220418.0,42,T,4
2023/02/20/17:04:19.176752,0,79459,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.61,671924.3256245108,4689328.669490508,220419.0,42,T,4
2023/02/20/17:04:20.150039,0,79460,0,GNSS,42.337228333333336,71.0869505,24.5,0.58,671924.3118938312,4689328.6691535255,220420.0,42,T,4
2023/02/20/17:04:21.191580,0,79461,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.58,671924.3256245108,4689328.669490508,220421.0,42,T,4
2023/02/20/17:04:22.175936,0,79462,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.59,671924.3256245108,4689328.669490508,220422.0,42,T,4
2023/02/20/17:04:23.169032,0,79463,0,GNSS,42.337228333333336,71.0869505,24.5,0.59,671924.3118938312,4689328.6691535255,220423.0,42,T,4
2023/02/20/17:04:24.205880,0,79464,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.59,671924.3260787171,4689328.650983446,220424.0,42,T,4
2023/02/20/17:04:25.173809,0,79465,0,GNSS,42.337228333333336,71.0869505,24.5,0.59,671924.3118938312,4689328.6691535255,220425.0,42,T,4
2023/02/20/17:04:26.209561,0,79466,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.6,671924.3256245108,4689328.669490508,220426.0,42,T,4
2023/02/20/17:04:27.174472,0,79467,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.61,671924.3256245108,4689328.669490508,220427.0,42,T,4
2023/02/20/17:04:28.186602,0,79468,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.6,671924.3256245108,4689328.669490508,220428.0,42,T,4
2023/02/20/17:04:29.184910,0,79469,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.57,671924.3256245108,4689328.669490508,220429.0,42,T,4
2023/02/20/17:04:30.174640,0,79470,0,GNSS,42.337228333333336,71.0869505,24.6,0.57,671924.3118938312,4689328.6691535255,220430.0,42,T,4
2023/02/20/17:04:31.202477,0,79471,0,GNSS,42.337228333333336,71.0869505,24.6,0.59,671924.3118938312,4689328.6691535255,220431.0,42,T,4
2023/02/20/17:04:32.189547,0,79472,0,GNSS,42.337228333333336,71.0869505,24.6,0.57,671924.3118938312,4689328.6691535255,220432.0,42,T,4
2023/02/20/17:04:33.188133,0,79473,0,GNSS,42.337228333333336,71.0869505,24.6,0.56,671924.3118938312,4689328.6691535255,220433.0,42,T,4
2023/02/20/17:04:34.189988,0,79474,0,GNSS,42.337228333333336,71.08695066666667,24.6,0.56,671924.3256245108,4689328.669490508,220434.0,42,T,4
2023/02/20/17:04:35.243251,0,79475,0,GNSS,42.337228333333336,71.0869505,24.6,0.56,671924.3118938312,4689328.6691535255,220435.0,42,T,4
2023/02/20/17:04:36.179643,0,79476,0,GNSS,42.337228333333336,71.08695066666667,24.6,0.56,671924.3256245108,4689328.669490508,220436.0,42,T,4
2023/02/20/17:04:37.191982,0,79477,0,GNSS,42.337228333333336,71.08695066666667,24.6,0.56,671924.3256245108,4689328.669490508,220437.0,42,T,4
2023/02/20/17:04:38.187352,0,79478,0,GNSS,42.337228333333336,71.08695066666667,24.6,0.56,671924.3256245108,4689328.669490508,220438.0,42,T,4
2023/02/20/17:04:39.185078,0,79479,0,GNSS,42.337228333333336,71.08695066666667,24.6,0.56,671924.3256245108,4689328.669490508,220439.0,42,T,4
2023/02/20/17:04:40.201940,0,79480,0,GNSS,42.33722816666667,71.08695066666667,24.6,0.56,671924.3260787171,4689328.650983446,220440.0,42,T,4
2023/02/20/17:04:41.195987,0,79481,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.56,671924.3256245108,4689328.669490508,220441.0,42,T,4
2023/02/20/17:04:42.214793,0,79482,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.56,671924.3260787171,4689328.650983446,220442.0,42,T,4
2023/02/20/17:04:43.175933,0,79483,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.56,671924.3260787171,4689328.650983446,220443.0,42,T,4
2023/02/20/17:04:44.189035,0,79484,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.56,671924.3260787171,4689328.650983446,220444.0,42,T,4
2023/02/20/17:04:45.179467,0,79485,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.57,671924.3260787171,4689328.650983446,220445.0,42,T,4
2023/02/20/17:04:46.176135,0,79486,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.56,671924.3260787171,4689328.650983446,220446.0,42,T,4
2023/02/20/17:04:47.192635,0,79487,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.56,671924.3260787171,4689328.650983446,220447.0,42,T,4
2023/02/20/17:04:48.204242,0,79488,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.56,671924.3260787171,4689328.650983446,220448.0,42,T,4
2023/02/20/17:04:49.183379,0,79489,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.56,671924.3260787171,4689328.650983446,220449.0,42,T,4
2023/02/20/17:04:50.199874,0,79490,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.56,671924.3260787171,4689328.650983446,220450.0,42,T,4
2023/02/20/17:04:51.189195,0,79491,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.56,671924.3398093967,4689328.651320429,220451.0,42,T,4
2023/02/20/17:04:52.196029,0,79492,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.56,671924.3260787171,4689328.650983446,220452.0,42,T,4
2023/02/20/17:04:53.205433,0,79493,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.56,671924.3398093967,4689328.651320429,220453.0,42,T,4
2023/02/20/17:04:54.193856,0,79494,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.56,671924.3398093967,4689328.651320429,220454.0,42,T,4
2023/02/20/17:04:55.195149,0,79495,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.56,671924.3398093967,4689328.651320429,220455.0,42,T,4
2023/02/20/17:04:56.216044,0,79496,0,GNSS,42.337228,71.08695066666667,24.5,0.56,671924.3265329236,4689328.632476386,220456.0,42,T,4
2023/02/20/17:04:57.195351,0,79497,0,GNSS,42.337228,71.08695066666667,24.5,0.56,671924.3265329236,4689328.632476386,220457.0,42,T,4
2023/02/20/17:04:58.213837,0,79498,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.57,671924.3260787171,4689328.650983446,220458.0,42,T,4
2023/02/20/17:04:59.189332,0,79499,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.57,671924.3260787171,4689328.650983446,220459.0,42,T,4
2023/02/20/17:05:00.192186,0,79500,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.57,671924.3260787171,4689328.650983446,220500.0,42,T,4
2023/02/20/17:05:01.203441,0,79501,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.6,671924.3260787171,4689328.650983446,220501.0,42,T,4
2023/02/20/17:05:02.175813,0,79502,0,GNSS,42.337228,71.08695083333333,24.5,0.6,671924.3402636031,4689328.632813368,220502.0,42,T,4
2023/02/20/17:05:03.167986,0,79503,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.61,671924.3260787171,4689328.650983446,220503.0,42,T,4
2023/02/20/17:05:04.215160,0,79504,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.59,671924.3398093967,4689328.651320429,220504.0,42,T,4
2023/02/20/17:05:05.190149,0,79505,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.62,671924.3398093967,4689328.651320429,220505.0,42,T,4
2023/02/20/17:05:06.169456,0,79506,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.59,671924.3260787171,4689328.650983446,220506.0,42,T,4
2023/02/20/17:05:07.202270,0,79507,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.66,671924.3260787171,4689328.650983446,220507.0,42,T,4
2023/02/20/17:05:08.179634,0,79508,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.66,671924.3260787171,4689328.650983446,220508.0,42,T,4
2023/02/20/17:05:09.212076,0,79509,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.6,671924.3398093967,4689328.651320429,220509.0,42,T,4
2023/02/20/17:05:10.196675,0,79510,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.59,671924.3398093967,4689328.651320429,220510.0,42,T,4
2023/02/20/17:05:11.185693,0,79511,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.59,671924.3398093967,4689328.651320429,220511.0,42,T,4
2023/02/20/17:05:12.177996,0,79512,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.59,671924.3260787171,4689328.650983446,220512.0,42,T,4
2023/02/20/17:05:13.187015,0,79513,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.59,671924.3398093967,4689328.651320429,220513.0,42,T,4
2023/02/20/17:05:14.202212,0,79514,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.59,671924.3398093967,4689328.651320429,220514.0,42,T,4
2023/02/20/17:05:15.183106,0,79515,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.62,671924.3398093967,4689328.651320429,220515.0,42,T,4
2023/02/20/17:05:16.197112,0,79516,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.62,671924.3398093967,4689328.651320429,220516.0,42,T,4
2023/02/20/17:05:17.209143,0,79517,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220517.0,42,T,4
2023/02/20/17:05:18.189698,0,79518,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220518.0,42,T,4
2023/02/20/17:05:19.195619,0,79519,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.62,671924.3398093967,4689328.651320429,220519.0,42,T,4
2023/02/20/17:05:20.184897,0,79520,0,GNSS,42.33722816666667,71.08695083333333,24.5,0.62,671924.3398093967,4689328.651320429,220520.0,42,T,4
2023/02/20/17:05:21.190393,0,79521,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.61,671924.3260787171,4689328.650983446,220521.0,42,T,4
2023/02/20/17:05:22.223079,0,79522,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.61,671924.3260787171,4689328.650983446,220522.0,42,T,4
2023/02/20/17:05:23.200143,0,79523,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.61,671924.3260787171,4689328.650983446,220523.0,42,T,4
2023/02/20/17:05:24.210483,0,79524,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220524.0,42,T,4
2023/02/20/17:05:25.184611,0,79525,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220525.0,42,T,4
2023/02/20/17:05:26.214273,0,79526,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220526.0,42,T,4
2023/02/20/17:05:27.194169,0,79527,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.61,671924.3260787171,4689328.650983446,220527.0,42,T,4
2023/02/20/17:05:28.175029,0,79528,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220528.0,42,T,4
2023/02/20/17:05:29.196172,0,79529,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220529.0,42,T,4
2023/02/20/17:05:30.193320,0,79530,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.6,671924.3260787171,4689328.650983446,220530.0,42,T,4
2023/02/20/17:05:31.208298,0,79531,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.6,671924.3260787171,4689328.650983446,220531.0,42,T,4
2023/02/20/17:05:32.161513,0,79532,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220532.0,42,T,4
2023/02/20/17:05:33.183767,0,79533,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.59,671924.3260787171,4689328.650983446,220533.0,42,T,4
2023/02/20/17:05:34.182254,0,79534,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.59,671924.3260787171,4689328.650983446,220534.0,42,T,4
2023/02/20/17:05:35.170234,0,79535,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.59,671924.3260787171,4689328.650983446,220535.0,42,T,4
2023/02/20/17:05:36.226807,0,79536,0,GNSS,42.337228333333336,71.08695066666667,24.5,0.59,671924.3256245108,4689328.669490508,220536.0,42,T,4
2023/02/20/17:05:37.203836,0,79537,0,GNSS,42.337228333333336,71.0869505,24.5,0.59,671924.3118938312,4689328.6691535255,220537.0,42,T,4
2023/02/20/17:05:38.185242,0,79538,0,GNSS,42.337228333333336,71.0869505,24.5,0.59,671924.3118938312,4689328.6691535255,220538.0,42,T,4
2023/02/20/17:05:39.213995,0,79539,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.59,671924.3260787171,4689328.650983446,220539.0,42,T,4
2023/02/20/17:05:40.200249,0,79540,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.64,671924.3260787171,4689328.650983446,220540.0,42,T,4
2023/02/20/17:05:41.211722,0,79541,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.64,671924.3260787171,4689328.650983446,220541.0,42,T,4
2023/02/20/17:05:42.181514,0,79542,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.64,671924.3260787171,4689328.650983446,220542.0,42,T,4
2023/02/20/17:05:43.203948,0,79543,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.64,671924.3260787171,4689328.650983446,220543.0,42,T,4
2023/02/20/17:05:44.198507,0,79544,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.64,671924.3260787171,4689328.650983446,220544.0,42,T,4
2023/02/20/17:05:45.182816,0,79545,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.59,671924.3260787171,4689328.650983446,220545.0,42,T,4
2023/02/20/17:05:46.206305,0,79546,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.6,671924.3260787171,4689328.650983446,220546.0,42,T,4
2023/02/20/17:05:47.189107,0,79547,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.6,671924.3260787171,4689328.650983446,220547.0,42,T,4
2023/02/20/17:05:48.196851,0,79548,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.61,671924.3260787171,4689328.650983446,220548.0,42,T,4
2023/02/20/17:05:49.230853,0,79549,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.61,671924.3260787171,4689328.650983446,220549.0,42,T,4
2023/02/20/17:05:50.222209,0,79550,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220550.0,42,T,4
2023/02/20/17:05:51.207259,0,79551,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220551.0,42,T,4
2023/02/20/17:05:52.204868,0,79552,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220552.0,42,T,4
2023/02/20/17:05:53.197243,0,79553,0,GNSS,42.33722816666667,71.08695066666667,24.5,0.62,671924.3260787171,4689328.650983446,220553.0,42,T,4
2023/02/20/17:05:54.224513,0,79554,0,GNSS,42.33722816666667,71.0869505,24.5,0.62,671924.3123480377,4689328.650646463,220554.0,42,T,4
2023/02/20/17:05:55.183203,0,79555,0,GNSS,42.33722816666667,71.0869505,24.5,0.61,671924.3123480377,4689328.650646463,220555.0,42,T,4
2023/02/20/17:05:56.190288,0,79556,0,GNSS,42.33722816666667,71.0869505,24.5,0.62,671924.3123480377,4689328.650646463,220556.0,42,T,4
2023/02/20/17:05:57.174738,0,79557,0,GNSS,42.337228333333336,71.08695033333333,24.5,0.62,671924.2981631518,4689328.668816542,220557.0,42,T,4
2023/02/20/17:05:58.261775,0,79558,0,GNSS,42.33722816666667,71.08695033333333,24.5,0.61,671924.2986173583,4689328.650309481,220558.0,42,T,4
2023/02/20/17:05:59.223885,0,79559,0,GNSS,42.33722816666667,71.0869505,24.5,0.6,671924.3123480377,4689328.650646463,220559.0,42,T,4
2023/02/20/17:06:00.158983,0,79560,0,GNSS,42.337228333333336,71.0869505,24.5,0.62,671924.3118938312,4689328.6691535255,220600.0,42,T,4
2023/02/20/17:06:01.192052,0,79561,0,GNSS,42.33722816666667,71.0869505,24.5,0.61,671924.3123480377,4689328.650646463,220601.0,42,T,4
2023/02/20/17:06:02.215179,0,79562,0,GNSS,42.33722816666667,71.0869505,24.5,0.6,671924.3123480377,4689328.650646463,220602.0,42,T,4
2023/02/20/17:06:03.186633,0,79563,0,GNSS,42.33722816666667,71.0869505,24.5,0.59,671924.3123480377,4689328.650646463,220603.0,42,T,4
2023/02/20/17:06:04.184139,0,79564,0,GNSS,42.33722816666667,71.0869505,24.5,0.58,671924.3123480377,4689328.650646463,220604.0,42,T,4
2023/02/20/17:06:05.206976,0,79565,0,GNSS,42.33722816666667,71.0869505,24.5,0.58,671924.3123480377,4689328.650646463,220605.0,42,T,4
2023/02/20/17:06:06.188103,0,79566,0,GNSS,42.33722816666667,71.0869505,24.5,0.59,671924.3123480377,4689328.650646463,220606.0,42,T,4
2023/02/20/17:06:07.222166,0,79567,0,GNSS,42.33722816666667,71.0869505,24.5,0.58,671924.3123480377,4689328.650646463,220607.0,42,T,4
2023/02/20/17:06:08.189709,0,79568,0,GNSS,42.337228333333336,71.0869505,24.5,0.59,671924.3118938312,4689328.6691535255,220608.0,42,T,4
2023/02/20/17:06:09.188936,0,79569,0,GNSS,42.337228333333336,71.0869505,24.5,0.59,671924.3118938312,4689328.6691535255,220609.0,42,T,4
2023/02/20/17:06:10.196797,0,79570,0,GNSS,42.337228333333336,71.0869505,24.5,0.58,671924.3118938312,4689328.6691535255,220610.0,42,T,4
2023/02/20/17:06:11.189274,0,79571,0,GNSS,42.337228333333336,71.0869505,24.5,0.58,671924.3118938312,4689328.6691535255,220611.0,42,T,4
